Rank,Pair,Symbol_Y,Symbol_X,Score,Score_rt_frequency,Score_beta_smoothness,Score_window_reversion,Score_regime_stability,Score_adf,Score_kurtosis_penalty,RT_Total,RT_Signals,RT_Completion,RT_Annual_Freq,Best_Ref_Lookback,Lookback_Scan,Delta_Beta_Std,Delta_Beta_Rel,Beta_Mean,Beta_CV,WRS_Pct_Fast,WRS_Median_HL,WRS_N_Windows,Regime_Quality,Regime_Total,Regime_Consistency,Regime_Detail,ADF_Pvalue,Spread_Kurtosis,Overlap_Days
386,FILUSDT-POLUSDT,FILUSDT,POLUSDT,68.73,10.0,3.0,0.0,10.73,50.0,-5.0,18,25,0.72,15.543,100,"[{""lookback"": 100, ""n_rt"": 18, ""n_sig"": 25, ""rt_comp"": 0.72, ""rt_annual"": 15.542553191489361, ""rt_per_bar"": 0.037267080745341616, ""lb_stability_bonus"": 1.0, ""combined"": 0.022767959960689827}, {""lookback"": 130, ""n_rt"": 15, ""n_sig"": 23, ""rt_comp"": 0.6521739130434783, ""rt_annual"": 13.94083969465649, ""rt_per_bar"": 0.033112582781456956, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.0181531080697504}, {""lookback"": 155, ""n_rt"": 14, ""n_sig"": 21, ""rt_comp"": 0.6666666666666666, ""rt_annual"": 13.89538043478261, ""rt_per_bar"": 0.03271028037383177, ""lb_stability_bonus"": 1.075, ""combined"": 0.01914061299526834}, {""lookback"": 180, ""n_rt"": 9, ""n_sig"": 16, ""rt_comp"": 0.5625, ""rt_annual"": 9.583819241982507, ""rt_per_bar"": 0.022332506203473945, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.010449328896909542}, {""lookback"": 210, ""n_rt"": 7, ""n_sig"": 15, ""rt_comp"": 0.4666666666666667, ""rt_annual"": 8.1685303514377, ""rt_per_bar"": 0.01876675603217158, ""lb_stability_bonus"": 1.15, ""combined"": 0.006880139120188541}]",0.018027,0.023474,0.767959,0.3455,0.0,12.76,4,3,4,0.6634,"[{""regime"": 1, ""n_rt"": 4, ""n_sig"": 6, ""completion"": 0.6666666666666666, ""annual_freq"": 13.914285714285715}, {""regime"": 2, ""n_rt"": 8, ""n_sig"": 10, ""completion"": 0.8, ""annual_freq"": 27.82857142857143}, {""regime"": 3, ""n_rt"": 0, ""n_sig"": 2, ""completion"": 0.0, ""annual_freq"": 0.0}, {""regime"": 4, ""n_rt"": 5, ""n_sig"": 7, ""completion"": 0.7142857142857143, ""annual_freq"": 17.392857142857142}]",0.003553,6.5352,582
387,XRPUSDT-POLUSDT,XRPUSDT,POLUSDT,68.6,9.19,3.0,0.0,7.46,50.0,-1.05,10,17,0.5882,10.649,180,"[{""lookback"": 100, ""n_rt"": 8, ""n_sig"": 18, ""rt_comp"": 0.4444444444444444, ""rt_annual"": 6.907801418439716, ""rt_per_bar"": 0.016563146997929608, ""lb_stability_bonus"": 1.0, ""combined"": 0.004907599110497662}, {""lookback"": 130, ""n_rt"": 10, ""n_sig"": 18, ""rt_comp"": 0.5555555555555556, ""rt_annual"": 9.293893129770993, ""rt_per_bar"": 0.02207505518763797, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.00951493535144402}, {""lookback"": 155, ""n_rt"": 10, ""n_sig"": 17, ""rt_comp"": 0.5882352941176471, ""rt_annual"": 9.925271739130435, ""rt_per_bar"": 0.02336448598130841, ""lb_stability_bonus"": 1.075, ""combined"": 0.011331602020490973}, {""lookback"": 180, ""n_rt"": 10, ""n_sig"": 17, ""rt_comp"": 0.5882352941176471, ""rt_annual"": 10.64868804664723, ""rt_per_bar"": 0.02481389578163772, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.012416200506811111}, {""lookback"": 210, ""n_rt"": 9, ""n_sig"": 16, ""rt_comp"": 0.5625, ""rt_annual"": 10.502396166134186, ""rt_per_bar"": 0.024128686327077747, ""lb_stability_bonus"": 1.15, ""combined"": 0.011706182975871313}]",0.008488,0.016832,0.504307,0.5364,0.0,27.32,3,2,4,0.4939,"[{""regime"": 1, ""n_rt"": 1, ""n_sig"": 3, ""completion"": 0.3333333333333333, ""annual_freq"": 4.297058823529412}, {""regime"": 2, ""n_rt"": 0, ""n_sig"": 1, ""completion"": 0.0, ""annual_freq"": 0.0}, {""regime"": 3, ""n_rt"": 6, ""n_sig"": 8, ""completion"": 0.75, ""annual_freq"": 25.782352941176473}, {""regime"": 4, ""n_rt"": 2, ""n_sig"": 5, ""completion"": 0.4, ""annual_freq"": 8.594117647058823}]",0.000404,3.6304,582
388,APTUSDT-SNXUSDT,APTUSDT,SNXUSDT,68.3,10.0,3.0,0.0,14.79,40.51,-0.0,41,57,0.7193,14.427,180,"[{""lookback"": 100, ""n_rt"": 31, ""n_sig"": 49, ""rt_comp"": 0.6326530612244898, ""rt_annual"": 10.12768336314848, ""rt_per_bar"": 0.02631578947368421, ""lb_stability_bonus"": 1.0, ""combined"": 0.013242342738049001}, {""lookback"": 130, ""n_rt"": 34, ""n_sig"": 51, ""rt_comp"": 0.6666666666666666, ""rt_annual"": 11.4140625, ""rt_per_bar"": 0.029616724738675958, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01678081084126089}, {""lookback"": 155, ""n_rt"": 41, ""n_sig"": 56, ""rt_comp"": 0.7321428571428571, ""rt_annual"": 14.087723424270932, ""rt_per_bar"": 0.0365093499554764, ""lb_stability_bonus"": 1.075, ""combined"": 0.024587043482376798}, {""lookback"": 180, ""n_rt"": 41, ""n_sig"": 57, ""rt_comp"": 0.7192982456140351, ""rt_annual"": 14.427023121387284, ""rt_per_bar"": 0.037340619307832425, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.025264584700339102}, {""lookback"": 210, ""n_rt"": 31, ""n_sig"": 49, ""rt_comp"": 0.6326530612244898, ""rt_annual"": 11.232886904761905, ""rt_per_bar"": 0.02902621722846442, ""lb_stability_bonus"": 1.15, ""combined"": 0.016797192609770584}]",0.010107,0.012566,0.80431,0.5791,0.0714,30.54,14,4,4,0.9646,"[{""regime"": 1, ""n_rt"": 9, ""n_sig"": 15, ""completion"": 0.6, ""annual_freq"": 12.741279069767442}, {""regime"": 2, ""n_rt"": 11, ""n_sig"": 15, ""completion"": 0.7333333333333333, ""annual_freq"": 15.57267441860465}, {""regime"": 3, ""n_rt"": 10, ""n_sig"": 13, ""completion"": 0.7692307692307693, ""annual_freq"": 14.156976744186046}, {""regime"": 4, ""n_rt"": 10, ""n_sig"": 16, ""completion"": 0.625, ""annual_freq"": 13.994252873563218}]",0.027079,0.8772,1277
389,NEARUSDT-RUNEUSDT,NEARUSDT,RUNEUSDT,68.22,9.1,3.0,0.0,14.53,41.6,-0.0,38,66,0.5758,10.801,155,"[{""lookback"": 100, ""n_rt"": 38, ""n_sig"": 62, ""rt_comp"": 0.6129032258064516, ""rt_annual"": 10.357835820895522, ""rt_per_bar"": 0.027142857142857142, ""lb_stability_bonus"": 1.0, ""combined"": 0.013023971032923106}, {""lookback"": 130, ""n_rt"": 30, ""n_sig"": 57, ""rt_comp"": 0.5263157894736842, ""rt_annual"": 8.364503816793892, ""rt_per_bar"": 0.021897810218978103, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.008703282642852271}, {""lookback"": 155, ""n_rt"": 38, ""n_sig"": 66, ""rt_comp"": 0.5757575757575758, ""rt_annual"": 10.801167315175096, ""rt_per_bar"": 0.02825278810408922, ""lb_stability_bonus"": 1.075, ""combined"": 0.013268727288334227}, {""lookback"": 180, ""n_rt"": 29, ""n_sig"": 60, ""rt_comp"": 0.48333333333333334, ""rt_annual"": 8.406547619047618, ""rt_per_bar"": 0.02196969696969697, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.008187688912483346}, {""lookback"": 210, ""n_rt"": 34, ""n_sig"": 62, ""rt_comp"": 0.5483870967741935, ""rt_annual"": 10.096341463414634, ""rt_per_bar"": 0.02635658914728682, ""lb_stability_bonus"": 1.15, ""combined"": 0.01230886159648881}]",0.013139,0.018254,0.719795,0.5904,0.0,46.74,17,4,4,0.9211,"[{""regime"": 1, ""n_rt"": 8, ""n_sig"": 20, ""completion"": 0.4, ""annual_freq"": 9.13125}, {""regime"": 2, ""n_rt"": 8, ""n_sig"": 13, ""completion"": 0.6153846153846154, ""annual_freq"": 9.13125}, {""regime"": 3, ""n_rt"": 11, ""n_sig"": 17, ""completion"": 0.6470588235294118, ""annual_freq"": 12.555468750000001}, {""regime"": 4, ""n_rt"": 11, ""n_sig"": 16, ""completion"": 0.6875, ""annual_freq"": 12.477484472049689}]",0.025122,0.0296,1499
390,DOGEUSDT-NEARUSDT,DOGEUSDT,NEARUSDT,68.11,9.5,3.0,0.0,13.58,42.03,-0.0,36,57,0.6316,10.69,210,"[{""lookback"": 100, ""n_rt"": 30, ""n_sig"": 54, ""rt_comp"": 0.5555555555555556, ""rt_annual"": 8.177238805970148, ""rt_per_bar"": 0.02142857142857143, ""lb_stability_bonus"": 1.0, ""combined"": 0.008873285624999165}, {""lookback"": 130, ""n_rt"": 33, ""n_sig"": 53, ""rt_comp"": 0.6226415094339622, ""rt_annual"": 9.200954198473282, ""rt_per_bar"": 0.02408759124087591, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.012318654638227173}, {""lookback"": 155, ""n_rt"": 35, ""n_sig"": 55, ""rt_comp"": 0.6363636363636364, ""rt_annual"": 9.948443579766536, ""rt_per_bar"": 0.026022304832713755, ""lb_stability_bonus"": 1.075, ""combined"": 0.014200781870591418}, {""lookback"": 180, ""n_rt"": 28, ""n_sig"": 50, ""rt_comp"": 0.56, ""rt_annual"": 8.116666666666667, ""rt_per_bar"": 0.021212121212121213, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.009859009524246669}, {""lookback"": 210, ""n_rt"": 36, ""n_sig"": 57, ""rt_comp"": 0.631578947368421, ""rt_annual"": 10.690243902439024, ""rt_per_bar"": 0.027906976744186046, ""lb_stability_bonus"": 1.15, ""combined"": 0.016108388616644154}]",0.010573,0.016334,0.647291,0.7355,0.0625,18.77,16,4,4,0.7631,"[{""regime"": 1, ""n_rt"": 5, ""n_sig"": 11, ""completion"": 0.45454545454545453, ""annual_freq"": 5.968137254901961}, {""regime"": 2, ""n_rt"": 15, ""n_sig"": 18, ""completion"": 0.8333333333333334, ""annual_freq"": 17.904411764705884}, {""regime"": 3, ""n_rt"": 5, ""n_sig"": 13, ""completion"": 0.38461538461538464, ""annual_freq"": 5.968137254901961}, {""regime"": 4, ""n_rt"": 10, ""n_sig"": 15, ""completion"": 0.6666666666666666, ""annual_freq"": 11.820388349514563}]",0.024341,2.7813,1499
391,NEARUSDT-SEIUSDT,NEARUSDT,SEIUSDT,67.74,9.83,3.0,0.0,14.32,40.59,-0.0,23,34,0.6765,11.383,180,"[{""lookback"": 100, ""n_rt"": 17, ""n_sig"": 34, ""rt_comp"": 0.5, ""rt_annual"": 7.590770171149144, ""rt_per_bar"": 0.0193621867881549, ""lb_stability_bonus"": 1.0, ""combined"": 0.006845566788252455}, {""lookback"": 130, ""n_rt"": 23, ""n_sig"": 36, ""rt_comp"": 0.6388888888888888, ""rt_annual"": 10.660850253807107, ""rt_per_bar"": 0.027122641509433963, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.014417261911708133}, {""lookback"": 155, ""n_rt"": 21, ""n_sig"": 30, ""rt_comp"": 0.7, ""rt_annual"": 10.052752293577983, ""rt_per_bar"": 0.02551640340218712, ""lb_stability_bonus"": 1.075, ""combined"": 0.016064787447514856}, {""lookback"": 180, ""n_rt"": 23, ""n_sig"": 34, ""rt_comp"": 0.6764705882352942, ""rt_annual"": 11.383130081300813, ""rt_per_bar"": 0.02882205513784461, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.01778547500761425}, {""lookback"": 210, ""n_rt"": 22, ""n_sig"": 36, ""rt_comp"": 0.6111111111111112, ""rt_annual"": 11.34957627118644, ""rt_per_bar"": 0.028645833333333332, ""lb_stability_bonus"": 1.15, ""combined"": 0.01573763871960432}]",0.010071,0.019245,0.523327,0.5308,0.0,26.53,9,4,4,0.887,"[{""regime"": 1, ""n_rt"": 5, ""n_sig"": 9, ""completion"": 0.5555555555555556, ""annual_freq"": 9.979508196721312}, {""regime"": 2, ""n_rt"": 8, ""n_sig"": 11, ""completion"": 0.7272727272727273, ""annual_freq"": 15.967213114754099}, {""regime"": 3, ""n_rt"": 5, ""n_sig"": 7, ""completion"": 0.7142857142857143, ""annual_freq"": 9.979508196721312}, {""regime"": 4, ""n_rt"": 5, ""n_sig"": 8, ""completion"": 0.625, ""annual_freq"": 9.818548387096774}]",0.02694,1.0647,977
392,ICPUSDT-POLUSDT,ICPUSDT,POLUSDT,67.52,9.76,3.0,0.0,8.5,50.0,-3.74,12,18,0.6667,11.153,130,"[{""lookback"": 100, ""n_rt"": 8, ""n_sig"": 15, ""rt_comp"": 0.5333333333333333, ""rt_annual"": 6.907801418439716, ""rt_per_bar"": 0.016563146997929608, ""lb_stability_bonus"": 1.0, ""combined"": 0.006451206566428457}, {""lookback"": 130, ""n_rt"": 12, ""n_sig"": 18, ""rt_comp"": 0.6666666666666666, ""rt_annual"": 11.15267175572519, ""rt_per_bar"": 0.026490066225165563, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.015009248808544994}, {""lookback"": 155, ""n_rt"": 8, ""n_sig"": 15, ""rt_comp"": 0.5333333333333333, ""rt_annual"": 7.940217391304349, ""rt_per_bar"": 0.018691588785046728, ""lb_stability_bonus"": 1.075, ""combined"": 0.007826233012742559}, {""lookback"": 180, ""n_rt"": 9, ""n_sig"": 15, ""rt_comp"": 0.6, ""rt_annual"": 9.583819241982507, ""rt_per_bar"": 0.022332506203473945, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.011511488511082545}, {""lookback"": 210, ""n_rt"": 6, ""n_sig"": 12, ""rt_comp"": 0.5, ""rt_annual"": 7.001597444089457, ""rt_per_bar"": 0.0160857908847185, ""lb_stability_bonus"": 1.15, ""combined"": 0.0065402637938165925}]",0.016245,0.026883,0.604276,0.5114,0.0,17.7,4,2,4,0.6667,"[{""regime"": 1, ""n_rt"": 1, ""n_sig"": 4, ""completion"": 0.25, ""annual_freq"": 3.7654639175257736}, {""regime"": 2, ""n_rt"": 5, ""n_sig"": 6, ""completion"": 0.8333333333333334, ""annual_freq"": 18.827319587628867}, {""regime"": 3, ""n_rt"": 1, ""n_sig"": 3, ""completion"": 0.3333333333333333, ""annual_freq"": 3.7654639175257736}, {""regime"": 4, ""n_rt"": 5, ""n_sig"": 5, ""completion"": 1.0, ""annual_freq"": 18.446969696969695}]",0.001091,5.2438,582
393,ARBUSDT-MKRUSDT,ARBUSDT,MKRUSDT,67.49,8.83,2.08,0.0,13.52,43.07,-0.0,21,39,0.5385,10.254,100,"[{""lookback"": 100, ""n_rt"": 21, ""n_sig"": 39, ""rt_comp"": 0.5384615384615384, ""rt_annual"": 10.254344919786098, ""rt_per_bar"": 0.02599009900990099, ""lb_stability_bonus"": 1.0, ""combined"": 0.010269279293477283}, {""lookback"": 130, ""n_rt"": 14, ""n_sig"": 34, ""rt_comp"": 0.4117647058823529, ""rt_annual"": 7.121866295264624, ""rt_per_bar"": 0.017994858611825194, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.004949199018879818}, {""lookback"": 155, ""n_rt"": 15, ""n_sig"": 35, ""rt_comp"": 0.42857142857142855, ""rt_annual"": 7.905844155844156, ""rt_per_bar"": 0.0199203187250996, ""lb_stability_bonus"": 1.075, ""combined"": 0.006008133432080893}, {""lookback"": 180, ""n_rt"": 11, ""n_sig"": 31, ""rt_comp"": 0.3548387096774194, ""rt_annual"": 6.014595808383233, ""rt_per_bar"": 0.01510989010989011, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.0035422151675702997}, {""lookback"": 210, ""n_rt"": 12, ""n_sig"": 31, ""rt_comp"": 0.3870967741935484, ""rt_annual"": 6.869905956112853, ""rt_per_bar"": 0.017191977077363897, ""lb_stability_bonus"": 1.15, ""combined"": 0.004761600905278447}]",0.037863,0.082323,0.45993,1.4206,0.0,28.64,9,4,4,0.7537,"[{""regime"": 1, ""n_rt"": 6, ""n_sig"": 11, ""completion"": 0.5454545454545454, ""annual_freq"": 11.78225806451613}, {""regime"": 2, ""n_rt"": 9, ""n_sig"": 12, ""completion"": 0.75, ""annual_freq"": 17.673387096774192}, {""regime"": 3, ""n_rt"": 4, ""n_sig"": 10, ""completion"": 0.4, ""annual_freq"": 7.854838709677419}, {""regime"": 4, ""n_rt"": 2, ""n_sig"": 7, ""completion"": 0.2857142857142857, ""annual_freq"": 3.9064171122994655}]",0.02248,-0.3996,907
394,NEARUSDT-ARBUSDT,NEARUSDT,ARBUSDT,67.34,9.27,3.0,0.0,13.8,41.27,-0.0,27,45,0.6,11.168,180,"[{""lookback"": 100, ""n_rt"": 28, ""n_sig"": 44, ""rt_comp"": 0.6363636363636364, ""rt_annual"": 10.61993769470405, ""rt_per_bar"": 0.02737047898338221, ""lb_stability_bonus"": 1.0, ""combined"": 0.013894420234837224}, {""lookback"": 130, ""n_rt"": 26, ""n_sig"": 44, ""rt_comp"": 0.5909090909090909, ""rt_annual"": 10.178456591639872, ""rt_per_bar"": 0.026183282980866064, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.012379921994592535}, {""lookback"": 155, ""n_rt"": 27, ""n_sig"": 46, ""rt_comp"": 0.5869565217391305, ""rt_annual"": 10.860958149779737, ""rt_per_bar"": 0.027892561983471075, ""lb_stability_bonus"": 1.075, ""combined"": 0.013483597187570208}, {""lookback"": 180, ""n_rt"": 27, ""n_sig"": 45, ""rt_comp"": 0.6, ""rt_annual"": 11.168459796149492, ""rt_per_bar"": 0.02863202545068929, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.014758631611769669}, {""lookback"": 210, ""n_rt"": 22, ""n_sig"": 38, ""rt_comp"": 0.5789473684210527, ""rt_annual"": 9.420281359906214, ""rt_per_bar"": 0.024096385542168676, ""lb_stability_bonus"": 1.15, ""combined"": 0.012206983848695533}]",0.012942,0.018669,0.693247,0.6867,0.0,19.69,12,4,4,0.8001,"[{""regime"": 1, ""n_rt"": 4, ""n_sig"": 15, ""completion"": 0.26666666666666666, ""annual_freq"": 6.6409090909090915}, {""regime"": 2, ""n_rt"": 4, ""n_sig"": 7, ""completion"": 0.5714285714285714, ""annual_freq"": 6.6409090909090915}, {""regime"": 3, ""n_rt"": 10, ""n_sig"": 12, ""completion"": 0.8333333333333334, ""annual_freq"": 16.602272727272727}, {""regime"": 4, ""n_rt"": 8, ""n_sig"": 11, ""completion"": 0.7272727272727273, ""annual_freq"": 13.281818181818183}]",0.025713,2.3228,1122
395,BNBUSDT-ATOMUSDT,BNBUSDT,ATOMUSDT,66.97,9.27,2.76,0.0,13.82,42.69,-1.57,39,65,0.6,11.085,155,"[{""lookback"": 100, ""n_rt"": 31, ""n_sig"": 57, ""rt_comp"": 0.543859649122807, ""rt_annual"": 8.449813432835821, ""rt_per_bar"": 0.02214285714285714, ""lb_stability_bonus"": 1.0, ""combined"": 0.008881041825731583}, {""lookback"": 130, ""n_rt"": 34, ""n_sig"": 64, ""rt_comp"": 0.53125, ""rt_annual"": 9.479770992366412, ""rt_per_bar"": 0.024817518248175182, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.0100027534877021}, {""lookback"": 155, ""n_rt"": 39, ""n_sig"": 65, ""rt_comp"": 0.6, ""rt_annual"": 11.085408560311283, ""rt_per_bar"": 0.02899628252788104, ""lb_stability_bonus"": 1.075, ""combined"": 0.014486973393880677}, {""lookback"": 180, ""n_rt"": 33, ""n_sig"": 64, ""rt_comp"": 0.515625, ""rt_annual"": 9.566071428571428, ""rt_per_bar"": 0.025, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.010266161760902923}, {""lookback"": 210, ""n_rt"": 30, ""n_sig"": 61, ""rt_comp"": 0.4918032786885246, ""rt_annual"": 8.908536585365853, ""rt_per_bar"": 0.023255813953488372, ""lb_stability_bonus"": 1.15, ""combined"": 0.00922394095672152}]",0.016081,0.043794,0.367187,1.036,0.0,28.55,17,4,4,0.8035,"[{""regime"": 1, ""n_rt"": 7, ""n_sig"": 15, ""completion"": 0.4666666666666667, ""annual_freq"": 7.98984375}, {""regime"": 2, ""n_rt"": 13, ""n_sig"": 20, ""completion"": 0.65, ""annual_freq"": 14.838281250000001}, {""regime"": 3, ""n_rt"": 14, ""n_sig"": 17, ""completion"": 0.8235294117647058, ""annual_freq"": 15.9796875}, {""regime"": 4, ""n_rt"": 5, ""n_sig"": 15, ""completion"": 0.3333333333333333, ""annual_freq"": 5.671583850931677}]",0.023161,3.9432,1499
396,SOLUSDT-SEIUSDT,SOLUSDT,SEIUSDT,66.95,8.66,3.0,0.0,14.41,40.88,-0.0,17,33,0.5152,8.414,180,"[{""lookback"": 100, ""n_rt"": 19, ""n_sig"": 37, ""rt_comp"": 0.5135135135135135, ""rt_annual"": 8.48380195599022, ""rt_per_bar"": 0.02164009111617312, ""lb_stability_bonus"": 1.0, ""combined"": 0.007963186742673666}, {""lookback"": 130, ""n_rt"": 16, ""n_sig"": 34, ""rt_comp"": 0.47058823529411764, ""rt_annual"": 7.416243654822336, ""rt_per_bar"": 0.018867924528301886, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.006340135364364366}, {""lookback"": 155, ""n_rt"": 14, ""n_sig"": 33, ""rt_comp"": 0.42424242424242425, ""rt_annual"": 6.701834862385322, ""rt_per_bar"": 0.01701093560145808, ""lb_stability_bonus"": 1.075, ""combined"": 0.0050530990165937794}, {""lookback"": 180, ""n_rt"": 17, ""n_sig"": 33, ""rt_comp"": 0.5151515151515151, ""rt_annual"": 8.41361788617886, ""rt_per_bar"": 0.021303258145363407, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.00873606079762989}, {""lookback"": 210, ""n_rt"": 16, ""n_sig"": 32, ""rt_comp"": 0.5, ""rt_annual"": 8.254237288135593, ""rt_per_bar"": 0.020833333333333332, ""lb_stability_bonus"": 1.15, ""combined"": 0.00847054998296385}]",0.006972,0.016267,0.428614,0.4898,0.0,27.25,9,4,4,0.9025,"[{""regime"": 1, ""n_rt"": 3, ""n_sig"": 5, ""completion"": 0.6, ""annual_freq"": 5.987704918032787}, {""regime"": 2, ""n_rt"": 5, ""n_sig"": 9, ""completion"": 0.5555555555555556, ""annual_freq"": 9.979508196721312}, {""regime"": 3, ""n_rt"": 5, ""n_sig"": 10, ""completion"": 0.5, ""annual_freq"": 9.979508196721312}, {""regime"": 4, ""n_rt"": 4, ""n_sig"": 9, ""completion"": 0.4444444444444444, ""annual_freq"": 7.854838709677419}]",0.026417,-0.3852,977
397,BTCUSDT-SNXUSDT,BTCUSDT,SNXUSDT,66.46,9.02,3.0,0.0,14.12,40.32,-0.0,39,69,0.5652,11.581,210,"[{""lookback"": 100, ""n_rt"": 37, ""n_sig"": 68, ""rt_comp"": 0.5441176470588235, ""rt_annual"": 10.08526119402985, ""rt_per_bar"": 0.02642857142857143, ""lb_stability_bonus"": 1.0, ""combined"": 0.010607496702455954}, {""lookback"": 130, ""n_rt"": 33, ""n_sig"": 64, ""rt_comp"": 0.515625, ""rt_annual"": 9.200954198473282, ""rt_per_bar"": 0.02408759124087591, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.009283401271645732}, {""lookback"": 155, ""n_rt"": 38, ""n_sig"": 70, ""rt_comp"": 0.5428571428571428, ""rt_annual"": 10.801167315175096, ""rt_per_bar"": 0.02825278810408922, ""lb_stability_bonus"": 1.075, ""combined"": 0.012147813378806915}, {""lookback"": 180, ""n_rt"": 33, ""n_sig"": 66, ""rt_comp"": 0.5, ""rt_annual"": 9.566071428571428, ""rt_per_bar"": 0.025, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.009803071284631685}, {""lookback"": 210, ""n_rt"": 39, ""n_sig"": 69, ""rt_comp"": 0.5652173913043478, ""rt_annual"": 11.581097560975609, ""rt_per_bar"": 0.030232558139534883, ""lb_stability_bonus"": 1.15, ""combined"": 0.014773929134067786}]",0.008201,0.026199,0.313037,0.9967,0.0,75.95,16,4,4,0.8533,"[{""regime"": 1, ""n_rt"": 8, ""n_sig"": 16, ""completion"": 0.5, ""annual_freq"": 9.549019607843137}, {""regime"": 2, ""n_rt"": 13, ""n_sig"": 19, ""completion"": 0.6842105263157895, ""annual_freq"": 15.517156862745098}, {""regime"": 3, ""n_rt"": 6, ""n_sig"": 14, ""completion"": 0.42857142857142855, ""annual_freq"": 7.161764705882353}, {""regime"": 4, ""n_rt"": 12, ""n_sig"": 20, ""completion"": 0.6, ""annual_freq"": 14.184466019417476}]",0.027427,-0.1219,1499
398,XRPUSDT-IMXUSDT,XRPUSDT,IMXUSDT,66.4,9.37,2.41,0.0,14.33,45.29,-5.0,38,62,0.6129,10.358,100,"[{""lookback"": 100, ""n_rt"": 38, ""n_sig"": 62, ""rt_comp"": 0.6129032258064516, ""rt_annual"": 10.357835820895522, ""rt_per_bar"": 0.027142857142857142, ""lb_stability_bonus"": 1.0, ""combined"": 0.013023971032923106}, {""lookback"": 130, ""n_rt"": 30, ""n_sig"": 57, ""rt_comp"": 0.5263157894736842, ""rt_annual"": 8.364503816793892, ""rt_per_bar"": 0.021897810218978103, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.008703282642852271}, {""lookback"": 155, ""n_rt"": 31, ""n_sig"": 54, ""rt_comp"": 0.5740740740740741, ""rt_annual"": 8.81147859922179, ""rt_per_bar"": 0.023048327137546468, ""lb_stability_bonus"": 1.075, ""combined"": 0.010777046947705772}, {""lookback"": 180, ""n_rt"": 29, ""n_sig"": 56, ""rt_comp"": 0.5178571428571429, ""rt_annual"": 8.406547619047618, ""rt_per_bar"": 0.02196969696969697, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.009080424850361807}, {""lookback"": 210, ""n_rt"": 30, ""n_sig"": 56, ""rt_comp"": 0.5357142857142857, ""rt_annual"": 8.908536585365853, ""rt_per_bar"": 0.023255813953488372, ""lb_stability_bonus"": 1.15, ""combined"": 0.010486467768913328}]",0.021852,0.063591,0.343629,1.241,0.1667,13.23,18,4,4,0.889,"[{""regime"": 1, ""n_rt"": 13, ""n_sig"": 18, ""completion"": 0.7222222222222222, ""annual_freq"": 14.216317365269461}, {""regime"": 2, ""n_rt"": 10, ""n_sig"": 15, ""completion"": 0.6666666666666666, ""annual_freq"": 10.93562874251497}, {""regime"": 3, ""n_rt"": 7, ""n_sig"": 15, ""completion"": 0.4666666666666667, ""annual_freq"": 7.654940119760479}, {""regime"": 4, ""n_rt"": 9, ""n_sig"": 16, ""completion"": 0.5625, ""annual_freq"": 9.812686567164178}]",0.018477,7.3716,1499
